Fiscal Year,Library,County,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Program Attendance & Views Per Capita Served,Total Collection,Collection Per Capita Served,Total Operating Income,Operating Income Per Capita,Town Tax Appropriation for Library,Tax Appropriation Per Capita Served,Library Materials Expenditures,Wages & Salaries Expenditures,Operating Expenditures,Operating Expenditures Per Capita,PC1,PC2,Cluster,Cluster_Agg
2002,78,0,84,13095,198983,3.2,60822,0.99,14777.0,0.2,191461,3.1,320.0,8015,0.1,69950.0,1.1,1121042.0,18.19,1046567,17.0,105200.0,738209.0,1062592.0,17.4,0.2811465804732321,-0.26730612088920963,0,0
2002,79,5,160,10758,30300,2.8,5082,0.47,3456.0,0.3,29040,2.7,67.0,1249,0.1,21515.0,2.0,86910.0,8.08,90984,8.46,16334.0,52134.0,121895.0,11.3,-1.837442009853909,-0.10018938129317713,0,0
2002,80,5,123,39224,270286,6.9,29548,0.75,40872.0,1.0,344517,8.8,687.0,16287,0.4,123869.0,3.2,1990884.0,50.76,1949739,49.71,213937.0,1270886.0,1729451.0,44.1,2.4607970962182564,-0.3327953678544722,1,0
2002,81,5,84,39224,15000,0.4,1118,0.03,5771.5,0.5,16100,0.4,9.0,45,0.0,21000.0,0.5,125269.0,3.19,1,0.0,17500.0,80000.0,123700.0,3.1,-1.6069575778160543,-0.3736176313203512,0,0
2002,83,5,84,13095,66300,1.7,6025,0.15,5771.5,0.5,88740,2.3,69.0,5135,0.4,48648.0,1.2,395649.0,10.08,170259,4.34,33195.0,210964.0,299982.0,7.5,-1.2673217525625502,-0.19544209397761586,0,0
2002,84,4,36,21782,360000,16.5,19841,0.91,23585.0,1.1,273442,12.6,349.0,12239,0.6,118125.0,5.4,855205.0,39.26,781970,35.9,87000.0,655257.0,854040.0,39.2,0.9903413814634292,-0.5421268062402211,0,0
2002,85,3,45,7313,43308,5.9,2464,0.34,2753.0,0.4,39489,5.4,152.0,2200,0.3,26539.0,3.6,220557.0,30.16,170000,23.25,30362.0,117924.0,182789.0,25.0,-1.6568776328312047,-0.005412020452435071,0,0
2002,86,4,124,56388,306782,5.4,25578,0.45,34134.0,0.6,446819,7.9,163.0,3691,0.1,192173.0,3.4,1677339.0,29.75,1596583,28.31,256467.0,1214877.0,1628069.0,28.9,2.59475237078413,-2.038214355525688,1,0
2002,87,7,130,1681,2217,1.3,767,0.46,25.0,0.0,5177,3.1,267.5,5135,0.4,12839.0,7.6,28940.0,17.22,8000,4.76,3809.0,2.0,8073.0,4.8,-2.004043441499592,0.4699594775138459,0,0
2002,88,1,169,123850,716691,5.8,52692,0.43,437000.0,3.5,540201,4.4,4422.0,93343,0.8,454765.0,3.7,6536147.0,52.77,5572430,44.99,657175.0,4693284.0,6523963.0,52.7,14.21361544064666,4.282281590337119,1,1
2002,89,1,95,1993,380,0.2,1150,0.58,38.0,0.0,879,0.4,6.0,35,0.0,6839.0,3.4,4808.0,2.41,3686,1.85,3500.0,278026.0,6800.0,3.4,-2.159701594903876,-0.024012921530909167,0,0
2002,90,2,74,5392,24389,4.5,3321,0.62,2420.0,0.4,45544,8.4,153.0,3891,0.7,30860.0,5.7,112274.0,20.82,96013,17.81,21091.0,76021.0,113659.0,21.1,-1.7356202327515824,0.0909566304783363,0,0
2002,91,6,99,9025,116527,12.9,6850,0.76,5771.5,0.5,120034,13.3,40.0,3515,0.4,46578.0,5.2,239566.0,26.54,318648,35.31,33000.0,182310.0,242310.0,26.8,-1.1935872510205847,-0.37416945329719314,0,0
2002,92,2,39,2907,42000,14.4,1600,0.55,1130.0,0.4,22491,7.7,220.0,2225,0.8,10371.0,3.6,155240.0,53.4,65000,22.36,10360.0,69510.0,110077.0,37.9,-1.8814304170498666,0.21344406359221538,0,0
2002,93,7,159,16357,111626,6.8,14334,0.88,3525.0,0.2,127510,7.8,488.0,4851,0.3,62867.0,3.8,586719.0,35.87,556076,34.0,48343.0,345106.0,479893.0,29.3,-0.5748750734487845,0.10051346726442137,0,0
2002,94,3,70,6278,37757,6.0,3472,0.55,2895.0,0.5,62402,9.9,81.0,1988,0.3,58564.0,9.3,225666.0,35.95,126500,20.15,46191.0,119244.0,206355.0,32.9,-1.5352584303904513,-0.23239615301026725,0,0
2002,95,5,116,6874,88100,12.8,5300,0.77,3100.0,0.5,48973,7.1,96.0,1836,0.3,41077.0,6.0,128868.0,18.75,100000,14.55,25006.0,69346.0,107355.0,15.6,-1.5924852510341265,-0.18112480560208696,0,0
2002,96,5,115,14993,86028,5.7,7732,0.52,7537.0,0.5,159050,10.6,346.0,8075,0.5,74079.0,4.9,505573.0,33.72,486375,32.44,85231.0,316150.0,465138.0,31.0,-0.5034994363425405,-0.05288682039153073,0,0
2002,98,2,61,8374,36753,4.4,4083,0.49,3403.0,0.4,73324,8.8,100.0,2316,0.3,50805.0,6.1,389732.0,46.54,217835,26.01,50054.0,213831.0,330446.0,39.5,-1.4028274783845236,-0.2114497295896849,0,0
2002,99,2,84,13095,3100,0.4,404,0.05,5771.5,0.5,2701,0.3,30.0,600,0.1,9498.0,1.1,17538.0,2.09,16500,1.97,2420.0,8700.0,15102.0,1.8,-2.087499408391963,-0.05922683204614905,0,0
2002,100,5,14,2046,11874,5.8,1143,0.56,882.0,0.4,19155,9.4,56.0,828,0.4,24882.0,12.2,126057.0,61.61,96124,46.98,16145.0,62201.0,97530.0,47.7,-2.0082524274465356,-0.041896313614702356,0,0
2002,101,4,25,18280,84021,4.6,10005,0.55,13560.0,0.7,237677,13.0,627.0,14219,0.8,101823.0,5.6,1008443.0,55.17,826476,45.21,138935.0,497207.0,772811.0,42.3,0.4005086937002665,0.21802092791922445,0,0
2002,102,1,127,54680,384416,7.0,25513,0.47,48488.0,0.9,866259,15.8,671.0,18929,0.3,199374.0,3.6,2274798.0,41.6,2232455,40.83,258626.0,1330361.0,1722720.0,31.5,4.300019675814765,-1.6236759429557948,1,1
2002,103,6,164,21315,100000,4.7,5492,0.26,2072.0,0.1,218051,10.2,345.0,7355,0.3,69872.0,3.3,532716.0,24.99,493800,23.17,89446.0,349581.0,495053.0,23.2,-0.2962861842004623,-0.23491443474081727,0,0
2002,105,1,87,5865,56608,9.7,3819,0.65,5815.0,1.0,142556,24.3,165.0,3979,0.7,35331.0,6.0,303647.0,51.77,235675,40.18,49302.0,160970.0,285269.0,48.6,-1.2937610425278663,-0.14868592592461588,0,0
2002,106,4,158,56451,299500,5.3,46540,0.82,87802.0,1.6,505598,9.0,982.0,37366,0.7,240987.0,4.3,1747012.0,30.95,1699354,30.1,145200.0,1305008.0,1642383.0,29.1,3.829684956740911,0.2565044587682185,1,0
2002,107,4,31,6613,52750,8.0,4898,0.74,7100.0,1.1,93174,14.1,455.0,8615,1.3,53004.0,8.0,303107.0,45.84,295771,44.73,51000.0,180736.0,270771.0,40.9,-1.040193088197146,0.41505620799290227,0,0
2002,108,3,91,4322,24669,5.7,2790,0.65,1725.0,0.4,29398,6.8,198.0,2561,0.6,25711.0,5.9,187158.0,43.3,161510,37.37,17785.0,98043.0,159215.0,36.8,-1.7721624841927195,0.1470291926500302,0,0
2002,109,3,125,45612,330843,7.3,35195,0.77,31677.0,0.7,531245,11.6,411.0,16628,0.4,195553.0,4.3,2329620.0,51.07,2273634,49.85,290215.0,1767981.0,2296741.0,50.4,3.734328878783647,-1.3776128232018616,1,1
2002,110,4,72,52204,55000,4.6,39938,0.77,36924.0,0.7,269323,5.2,370.0,7406,0.1,114802.0,2.2,907916.0,17.39,869363,16.65,143123.0,643327.0,907916.0,17.4,0.6916549695396874,-0.6474647841467825,0,0
2002,111,0,51,19450,119325,6.1,9427,0.48,10497.0,0.5,166954,8.6,224.0,4064,0.2,76715.0,3.9,521729.0,26.82,498765,25.64,99107.0,325467.0,485012.0,24.9,-0.45318730970301035,-0.47061674232056183,0,0
2002,112,5,128,19076,10764,0.6,7237,0.38,1031.0,0.1,24353,1.3,5.0,199,0.0,23519.0,1.2,60748.0,3.18,25000,1.31,7388.0,40062.0,67135.0,3.5,-1.8897975164642609,-0.23352378464722906,0,0
2002,113,2,53,2350,7017,3.0,1443,0.61,401.0,0.2,34122,14.5,55.0,342,0.1,16541.0,7.0,57275.0,24.37,54465,23.18,5900.0,37690.0,56569.0,24.1,-2.0888902312215505,-0.04465113657642939,0,0
2002,114,4,146,31048,160151,5.2,10158,0.33,13691.0,0.4,89510,2.9,249.0,5046,0.2,77108.0,2.5,937044.0,30.18,545000,17.55,77206.0,412189.0,666772.0,21.5,-0.2592047706411403,-0.3561339330839203,0,0
2002,115,1,167,71665,270834,3.8,23282,0.32,42951.0,0.6,323909,4.5,1248.0,28179,0.4,256147.0,3.6,2557156.0,35.68,2406443,33.58,187197.0,1471898.0,1977273.0,27.6,4.0674378846913966,0.3368174593421378,1,0
2002,116,0,3,19882,364000,18.3,15724,0.79,44401.0,2.2,382266,19.2,851.0,18558,0.9,166873.0,8.4,1697396.0,85.37,1316160,66.2,297903.0,981271.0,1501542.0,75.5,2.630081867920118,-0.3431464808259532,1,0
2002,117,0,44,14338,102752,7.2,10813,0.75,5771.5,0.5,168310,11.7,167.0,4718,0.3,52292.0,3.6,392742.0,27.39,369064,25.74,50787.0,292963.0,372770.0,26.0,-0.8413468528346314,-0.3157155865744023,0,0
2002,120,2,84,13095,8200,1.3,1095,0.18,5771.5,0.5,23233,3.7,60.0,5135,0.4,11592.0,1.9,465976.0,37.49,375162,32.06,48246.0,278026.0,461620.0,37.2,-1.4939381102523355,0.03955531376137087,0,0
2002,121,2,89,6202,50000,8.1,5893,0.95,3900.0,0.6,65466,10.6,223.0,2680,0.4,38281.0,6.2,264579.0,42.66,169300,27.3,42590.0,120334.0,215252.0,34.7,-1.4887372899268563,0.005871737231221057,0,0
2002,122,4,168,124988,460000,3.7,35992,0.29,162833.0,1.3,229643,1.8,1268.0,34607,0.3,439078.0,3.5,3089100.0,24.72,4116446,32.93,411630.0,3043414.0,3920764.0,31.4,7.95977295106576,-0.6344206477324686,1,1
2002,123,5,163,25653,285000,11.1,20441,0.8,25384.0,1.0,150247,5.9,326.0,6227,0.2,81431.0,3.2,733400.0,28.59,551000,21.48,65394.0,302254.0,534565.0,20.8,0.04149501708620424,-0.4187265103347426,0,0
2002,124,2,68,27704,392340,14.2,10936,0.39,7388.0,0.3,243856,8.8,538.0,12011,0.4,95444.0,3.4,930271.0,33.58,887705,32.04,186354.0,571404.0,908651.0,32.8,1.3237819308009677,-0.4712563969206407,0,0
2002,126,1,93,29349,304792,10.4,14851,0.51,49753.0,1.7,436106,14.9,647.0,21459,0.7,126341.0,4.3,1553177.0,52.92,1463034,49.85,217646.0,967508.0,1294220.0,44.1,2.3192898431232307,-0.32511043650219246,0,0
2002,127,0,43,25355,114000,4.5,22264,0.88,48324.0,1.9,209433,8.3,493.0,12547,0.5,98862.0,3.9,920530.0,36.31,737000,29.07,110146.0,452054.0,670133.0,26.4,0.26759465188382076,0.010193579242467566,0,0
2002,128,2,48,1781,29198,16.4,1253,0.7,1485.0,0.8,35425,19.9,157.0,3330,1.9,30445.0,17.1,311267.0,174.77,1000,0.56,47150.0,133412.0,261452.0,146.8,-1.7054973868056449,0.07114643705784508,0,0
2002,129,4,104,13849,50540,3.6,9136,0.66,4715.0,0.3,118730,8.6,251.0,5472,0.4,70035.0,5.1,487971.0,35.24,468547,33.83,74364.0,290356.0,409049.0,29.5,-0.8395465571872668,-0.12660692273862567,0,0
2002,130,2,122,3221,11554,3.6,3000,0.93,800.0,0.2,17826,5.5,60.0,745,0.2,22354.0,6.9,63341.0,19.67,48000,14.9,6431.0,39854.0,58898.0,18.3,-2.059746992385443,-0.02276257464921097,0,0
2002,131,4,40,23573,25216,1.1,19551,0.83,3191.0,0.1,129969,5.5,27.0,492,0.0,101657.0,4.3,730333.0,30.98,703111,29.83,92137.0,483349.0,642950.0,27.3,-0.620709521759131,-0.7554391653673795,0,0
2002,133,5,94,5048,76435,15.1,4356,0.86,5766.0,1.1,65767,13.0,70.0,1075,0.2,45114.0,8.9,90312.0,17.89,20000,3.96,13000.0,48000.0,79465.0,15.7,-1.6949159899470359,-0.23274203377874542,0,0
2002,134,0,41,82617,428000,5.2,29462,0.36,49783.0,0.6,405169,4.9,349.0,9812,0.1,277318.0,3.4,2943199.0,35.62,2974210,36.0,587928.0,2073320.0,3003463.0,36.4,5.500264295690407,-2.602796594156754,1,1
2002,137,0,41,13095,7800,0.1,815,0.01,450.0,0.0,17368,0.2,15.0,115,0.0,22475.0,0.3,160688.0,1.94,149200,1.81,20000.0,47333.0,112984.0,1.4,-1.9069394204120627,-0.18854818621681654,0,0
2002,139,5,155,36268,152170,4.2,19366,0.53,25536.0,0.7,210002,5.8,144.0,3568,0.1,107290.0,3.0,1029958.0,28.4,826509,22.79,88717.0,610828.0,836704.0,23.1,0.23767765831153984,-0.8613896546902815,0,0
2002,140,5,19,7480,32500,4.3,7074,0.95,4524.0,0.6,75100,10.0,207.0,2886,0.4,41492.0,5.5,490604.0,65.59,154000,20.59,68041.0,283508.0,443560.0,59.3,-1.3124474749165016,-0.05480369411433259,0,0
2002,141,3,26,10517,120758,11.5,8740,0.83,2121.0,0.2,169674,16.1,183.0,3270,0.3,62394.0,5.9,445652.0,42.37,443274,42.15,78064.0,258931.0,353951.0,33.7,-0.7694526220054692,-0.42619423048911526,0,0
2002,142,4,29,13472,52071,3.9,12369,0.92,9730.0,0.7,165177,12.3,181.0,3454,0.3,95088.0,7.1,504457.0,37.44,478270,35.5,71956.0,270089.0,416044.0,30.9,-0.7615219529577444,-0.4253106049868871,0,0
2002,143,4,81,10173,10400,1.0,2225,0.22,12150.0,1.2,42856,4.2,176.0,1130,0.1,30736.0,3.0,659916.0,64.87,157841,15.52,18000.0,118141.0,174541.0,17.2,-1.7240564792984074,0.0059387888357209945,0,0
2002,144,7,161,14705,12203,0.8,2333,0.16,4098.0,0.3,16960,1.2,18.0,324,0.0,29262.0,2.0,62752.0,4.27,45320,3.08,13081.0,26769.0,50465.0,3.4,-1.9136950464659546,-0.19811370803196715,0,0
2002,146,1,120,17335,81003,4.7,6200,0.36,6184.0,0.4,148237,8.6,386.0,14539,0.8,97155.0,5.6,511610.0,29.51,457377,26.38,98478.0,317987.0,504456.0,29.1,-0.21875606467409373,0.17533228367574666,0,0
2002,147,2,143,11717,55000,4.6,4286,0.37,5803.0,0.5,64258,5.5,304.0,4116,0.4,56835.0,4.9,344095.0,29.37,335011,28.59,54035.0,196216.0,306254.0,26.1,-1.1455824447516514,0.05189225329736736,0,0
2002,149,7,102,3836,6032,1.6,2109,0.55,275.0,0.1,13234,3.4,32.0,239,0.1,26345.0,6.9,45494.0,11.86,38695,10.09,9830.0,21508.0,36846.0,9.6,-2.090353374823886,-0.08373826973349205,0,0
2002,151,3,101,9293,109768,11.8,4431,0.48,3932.0,0.4,180799,19.5,189.0,3923,0.4,72433.0,7.8,550882.0,59.28,577628,62.16,68538.0,374883.0,562732.0,60.6,-0.6233541053614974,-0.3927386252309083,0,0
2002,152,5,132,4744,13098,2.8,1500,0.32,1250.0,0.3,25940,5.5,10.0,420,0.1,24964.0,5.3,122894.0,25.91,117229,24.71,15803.0,70925.0,98276.0,20.7,-1.982673294258569,-0.14456624270341217,0,0
2002,153,4,106,9036,30000,3.3,6900,0.76,7500.0,0.8,73745,8.2,108.0,1720,0.2,41949.0,4.6,237788.0,26.32,223733,24.76,37000.0,125823.0,200531.0,22.2,-1.548584474885651,-0.1816302447854401,0,0
2002,154,7,152,9159,24371,2.7,6507,0.71,6814.0,0.7,25176,2.7,138.0,2360,0.3,37495.0,4.1,302604.0,33.04,312429,34.11,31528.0,167746.0,238942.0,26.1,-1.587866258632041,-0.013129077043006384,0,0
2002,155,0,7,8436,54341,6.4,4745,0.56,2459.0,0.3,77994,9.2,227.0,3320,0.4,37521.0,4.4,442077.0,52.4,224048,26.56,57386.0,215465.0,324686.0,38.5,-1.3020153480700203,-0.02647775805799346,0,0
2002,156,0,8,24232,367405,15.2,16920,0.7,17838.0,0.7,392367,16.2,652.0,17372,0.7,121239.0,5.0,1512379.0,62.41,1222780,50.46,206307.0,781023.0,1265335.0,52.2,2.045215736065073,-0.40792508384508813,0,0
2002,158,1,73,17683,204770,11.6,7965,0.45,19944.0,1.1,259179,14.7,272.0,7570,0.4,80155.0,4.5,748593.0,42.33,724735,40.98,119289.0,569687.0,762192.0,43.1,0.26714160256762065,-0.5513450845840782,0,0
2002,159,2,12,2200,20263,9.2,951,0.43,3521.0,1.6,20929,9.5,123.0,4319,2.0,34674.0,15.8,171438.0,77.93,88500,40.23,20804.0,81880.0,135963.0,61.8,-1.8099155865835865,0.13043002714925248,0,0
2002,160,5,103,3880,18200,4.7,3505,0.9,1456.0,0.4,35497,9.1,22.0,200,0.1,20230.0,5.2,18768.0,4.84,15630,4.03,11729.0,278026.0,21529.0,5.5,-1.951992568860238,-0.1372275133084783,0,0
2002,161,2,13,3769,49500,13.1,2100,0.56,3800.0,1.0,58163,15.4,72.0,619,0.2,31119.0,8.3,364454.0,96.7,77000,20.43,32557.0,177611.0,316527.0,84.0,-1.6763844744317982,-0.18678542921984242,0,0
2002,162,7,136,1601,1720,1.1,732,0.46,123.0,0.1,3307,2.1,4.0,24,0.0,9450.0,5.9,12993.0,8.12,10933,6.83,3374.0,8444.0,12691.0,7.9,-2.2585254472722633,-0.03530948653768751,0,0
2002,163,4,119,15498,59998,3.9,9828,0.63,6031.0,0.4,76329,4.9,119.0,2567,0.2,53481.0,3.5,417265.0,26.92,325793,21.02,43814.0,248763.0,326522.0,21.1,-1.201001415721353,-0.25664473676242033,0,0
2002,164,2,21,2914,11000,3.8,2487,0.85,630.0,0.2,22594,7.8,64.0,375,0.1,23848.0,8.2,52505.0,18.02,15000,5.15,48246.0,61107.0,72954.0,25.0,-1.960366999503058,-0.1155162699304634,0,0
2002,165,0,60,37456,171245,4.6,15596,0.42,26014.0,0.7,257561,6.9,235.0,4641,0.1,146456.0,3.9,976320.0,26.07,837753,22.37,173636.0,557354.0,852365.0,22.8,0.763333251883008,-1.0695558624694084,0,0
2002,166,0,16,3832,43270,11.3,2269,0.59,1362.0,0.4,56195,14.7,210.0,3763,1.0,24981.0,6.5,154712.0,40.37,89034,23.23,25019.0,75379.0,133726.0,34.9,-1.6797854721473187,0.13517043429664036,0,0
2002,167,1,34,23740,290564,12.2,13312,0.56,46860.0,2.0,468405,19.7,742.0,24215,1.0,144877.0,6.1,1064749.0,44.85,1046849,44.1,172091.0,730375.0,1005776.0,42.4,2.0589940101701103,-0.07128112325021371,0,0
2002,168,6,114,10502,62025,5.9,4008,0.38,6300.0,0.6,87861,8.4,128.0,2510,0.2,47375.0,4.5,315687.0,30.06,303207,28.87,44887.0,189760.0,277005.0,26.4,-1.299833263372399,-0.22293828247547146,0,0
2002,169,1,66,24773,171485,6.9,10810,0.44,13527.0,0.5,228808,9.2,267.0,5832,0.2,114100.0,4.6,1019226.0,41.14,999057,40.33,126149.0,529295.0,757900.0,30.6,0.38420662982860077,-0.6881795544449701,0,0
2002,170,1,84,13095,6000,0.2,594,0.02,72.0,0.0,78806,7.0,267.5,5135,0.4,56952.0,4.7,7500.0,0.3,7500,0.3,48246.0,278026.0,461620.0,37.2,-1.2443190384430338,0.09128911091466713,0,0
2002,171,4,35,18471,173784,9.4,8787,0.48,22048.0,1.2,214490,11.6,365.0,8974,0.5,87924.0,4.8,533692.0,28.89,497662,26.94,118777.0,316307.0,487873.0,26.4,0.0010248926421132674,-0.30603394759926306,0,0
2002,172,1,92,40227,374400,9.3,18403,0.46,73762.0,1.8,253532,6.3,274.0,6956,0.2,140681.0,3.5,1203018.0,29.91,1013298,25.19,103120.0,629891.0,837511.0,20.8,1.233761946348822,-1.0402439369031504,0,0
2002,173,5,149,2799,3614,1.3,658,0.24,20.0,0.0,5811,2.1,6.0,25,0.0,20158.0,7.2,56018.0,20.01,41750,14.92,2500.0,37450.0,42025.0,15.0,-2.1688349489099163,-0.07238722775134505,0,0
2002,174,6,147,11419,36000,3.2,3818,0.33,1164.0,0.1,55193,4.8,157.0,2451,0.2,34329.0,3.0,712818.0,62.42,250975,21.98,38593.0,127203.0,187105.0,16.4,-1.5148489972523471,-0.07078727453357149,0,0
2002,175,0,27,117267,757441,6.5,72977,0.62,206363.0,1.8,1053158,9.0,1424.0,44188,0.4,435106.0,3.7,6711999.0,57.24,6755124,57.6,857705.0,4292381.0,5902242.0,50.3,12.906502971705754,-2.469186941040019,1,1
2002,176,7,153,3224,7352,2.3,2027,0.63,2503.0,0.8,32008,9.9,20.0,200,0.1,18553.0,5.8,57670.0,17.89,55616,17.25,11097.0,29989.0,50150.0,15.6,-2.0856098145313275,-0.11021804591252782,0,0
2002,177,5,47,17767,27700,1.6,5427,0.31,772.0,0.0,56052,3.2,492.0,8814,0.5,25513.0,1.4,217819.0,12.26,72549,4.08,38695.0,113372.0,208196.0,11.7,-1.2322898084508775,0.5739204630832376,0,0
2002,178,0,96,49326,253462,5.1,32603,0.66,49146.0,1.0,386443,7.8,2464.0,38578,0.8,162298.0,3.3,2294747.0,46.52,2154134,43.67,209634.0,1392194.0,1825733.0,37.0,4.224577649531945,2.4826606228709958,1,0
2002,179,1,62,13990,132493,9.5,9377,0.67,8425.0,0.6,191726,13.7,228.0,5329,0.4,87235.0,6.2,324141.0,23.17,314475,22.48,60311.0,236517.0,355806.0,25.4,-0.5869423123149371,-0.39435482253140774,0,0
2002,180,2,121,7538,65000,8.6,3801,0.5,5000.0,0.7,91752,12.2,135.0,2866,0.4,53274.0,7.1,324258.0,43.02,300000,39.8,50885.0,192935.0,302408.0,40.1,-1.2699812236192367,-0.21475999942969906,0,0
2002,181,7,154,8958,48256,5.4,6930,0.77,7328.0,0.8,75100,8.4,240.0,5866,0.7,43378.0,4.8,281719.0,31.45,275915,30.8,6500.0,181060.0,229115.0,25.6,-1.3667124891099185,0.1691282860408291,0,0
2002,182,6,97,13788,89203,6.5,9261,0.67,23775.0,1.7,139966,10.2,187.0,3542,0.3,56795.0,4.1,307646.0,22.31,301328,21.85,48069.0,218115.0,336615.0,24.4,-0.9915105902777335,-0.27828344825057744,0,0
2002,183,2,140,35434,41132,1.2,9082,0.26,5771.5,0.5,111121,3.1,88.0,1281,0.0,51012.0,1.4,481467.0,13.59,10000,0.28,63741.0,231074.0,388581.0,11.0,-1.0277940469237088,-0.5396940268318009,0,0
2002,184,0,37,34547,247674,7.2,25538,0.74,29615.0,0.9,357884,10.4,445.0,6922,0.2,165836.0,4.8,1191710.0,34.5,1099438,31.82,200961.0,745944.0,1030204.0,29.8,1.5471251269915358,-1.0549130144204033,0,0
2002,185,6,108,713,3588,5.0,250,0.35,5771.5,0.5,5807,8.1,267.5,5135,0.4,12955.0,18.2,28170.0,39.51,26505,37.17,9590.0,11269.0,25364.0,35.6,-1.984387209450246,0.46372008768292816,0,0
2002,186,6,138,27861,97368,3.5,9435,0.34,4346.0,0.2,149316,5.4,260.0,5581,0.2,58183.0,2.1,792006.0,28.43,143000,5.13,76899.0,380386.0,600956.0,21.6,-0.5421153770389326,-0.2745344033254853,0,0
2002,187,5,142,2436,9046,3.7,887,0.36,450.0,0.2,14782,6.1,94.0,757,0.3,12701.0,5.2,36233.0,14.87,31450,12.91,5865.0,18860.0,30417.0,12.5,-2.121277551951719,0.056904535826687384,0,0
2002,188,4,86,43100,252000,5.8,32828,0.76,63000.0,1.5,508486,11.8,436.0,19336,0.4,207049.0,4.8,1947660.0,45.19,1820929,42.25,236610.0,1082737.0,1522607.0,35.3,2.878719269758315,-1.0520459001466747,1,0
2002,189,2,23,1291,3618,2.8,709,0.55,135.0,0.1,4511,3.5,5.0,95,0.1,11074.0,8.6,30157.0,23.36,15800,12.24,5513.0,13957.0,24900.0,19.3,-2.2364372254456484,-0.040932180264272956,0,0
2002,190,2,17,3645,27664,7.6,2909,0.8,9100.0,2.5,57246,15.7,279.0,4319,1.2,41779.0,11.5,171367.0,47.01,94000,25.79,25514.0,161510.0,273014.0,74.9,-1.5375166853712705,0.21973507797076483,0,0
2002,191,4,162,109019,215588,2.0,45766,0.42,113167.0,1.0,237988,2.2,232.0,13027,0.1,260316.0,2.4,2312785.0,21.21,1535321,14.08,134278.0,1368633.0,2043046.0,18.7,3.068086338348425,-1.438096655799857,1,0
2002,192,5,11,19139,161463,8.4,17144,0.9,21860.0,1.1,211501,11.1,362.0,6459,0.3,108338.0,5.7,1058360.0,55.3,1123646,58.71,121475.0,710048.0,887540.0,46.4,0.4306605794970742,-0.4436460624793113,0,0
2002,193,2,112,21915,81393,3.7,14698,0.67,42682.0,1.9,138667,6.3,50.0,2585,0.1,70014.0,3.2,647349.0,29.54,650000,29.66,79995.0,321530.0,518977.0,23.7,-0.6932230839187064,-0.6149759810715664,0,0
2002,194,1,50,61578,512795,8.3,28276,0.46,153340.0,2.5,932507,15.1,997.0,30101,0.5,298378.0,4.8,3109908.0,50.5,3061592,49.72,412072.0,2018470.0,2650875.0,43.0,6.657048474676035,-1.5999812549489811,1,1
2002,195,4,157,52212,55000,4.6,32702,0.63,13182.0,0.3,174609,3.3,238.0,2625,0.1,14567.0,0.3,1766483.0,33.83,1230065,23.56,187870.0,667445.0,977526.0,18.7,0.22253860221331387,-0.6656305315796773,0,0
2002,196,3,32,6390,39000,6.1,3112,0.49,5402.0,0.8,57558,9.0,163.0,1726,0.3,41272.0,6.5,270325.0,42.3,245497,38.42,43658.0,153488.0,241078.0,37.7,-1.5206945196929094,-0.08927961370597001,0,0
2002,197,0,5,10199,45500,4.5,10011,0.98,5771.5,0.5,56916,5.6,234.0,3005,0.3,52840.0,5.2,328023.0,32.16,313743,30.76,45550.0,181648.0,270684.0,26.5,-1.3115937611359378,-0.01853230287765254,0,0
2002,198,0,4,26514,534708,20.2,14575,0.55,130883.0,4.9,779964,29.4,735.0,26434,1.0,217372.0,8.2,3357278.0,126.62,2908146,109.68,385394.0,1896095.0,2853339.0,107.6,5.413378772352351,-1.3288118742570696,1,1
2002,199,1,71,26262,55000,4.6,10837,0.41,14279.0,0.5,249957,9.5,601.0,14945,0.6,113864.0,4.3,1004230.0,38.24,1028736,39.17,88538.0,588297.0,774768.0,29.5,0.480450017099859,0.23037010476745817,0,0
2002,200,6,131,6071,19200,3.2,3000,0.49,5100.0,0.8,17721,2.9,14.0,1087,0.2,19335.0,3.2,76344.0,12.58,70217,11.57,19477.0,42423.0,74098.0,12.2,-1.9910857875745485,-0.10877883213224072,0,0
2002,201,0,6,17999,226414,12.6,17250,0.96,31614.0,1.8,299393,16.6,410.0,10013,0.6,122316.0,6.8,1813576.0,100.76,1325541,73.65,222101.0,890658.0,1370456.0,76.1,1.342399807196365,-0.65863541357913,0,0
2002,202,2,141,11140,7280,0.7,10996,0.99,1543.0,0.1,94034,8.4,207.0,1734,0.2,51635.0,4.6,268419.0,24.1,196980,17.68,31973.0,109245.0,169841.0,15.2,-1.4932344082833309,-0.09934192605239961,0,0
2002,203,7,84,13095,5900,0.3,905,0.04,275.0,0.0,8734,0.4,61.0,1220,0.1,8532.0,0.4,55263.0,2.4,4000,0.17,4210.0,25000.0,46950.0,2.1,-2.030785524873373,-0.009949876910352009,0,0
2002,204,7,165,23010,150000,6.5,11914,0.52,2500.0,0.1,79491,3.5,117.0,1492,0.1,60706.0,2.6,491975.0,21.38,488160,21.22,54871.0,329740.0,456489.0,19.8,-0.7550970793593853,-0.497180936219905,0,0
