Fiscal Year,Library,County,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Program Attendance & Views Per Capita Served,Total Collection,Collection Per Capita Served,Total Operating Income,Operating Income Per Capita,Town Tax Appropriation for Library,Tax Appropriation Per Capita Served,Library Materials Expenditures,Wages & Salaries Expenditures,Operating Expenditures,Operating Expenditures Per Capita,PC1,PC2,Cluster,Cluster_Agg
2020,156,0,12,24959,178511,7.2,9905,0.4,19248.0,0.8,206677,8.3,1218.0,26390,1.1,96777.0,3.9,2561769.0,102.64,2058506,82.48,192465.0,1543293.0,2762740.0,110.7,2.5708182636767227,1.28382167506025,1,0
2020,158,1,65,20115,109917,5.5,8858,0.44,19739.0,1.0,193994,9.6,1163.0,33294,1.7,61462.0,3.1,1032316.0,51.32,1025175,50.97,104179.0,862668.0,1010146.0,50.2,1.1397199417922839,1.813963455744392,0,0
2020,159,2,5,2152,12845,6.0,802,0.37,4560.0,2.1,15199,7.1,117.0,3455,1.6,37547.0,17.4,265889.0,123.55,137185,63.75,13744.0,132976.0,246143.0,114.4,-1.8038702744317112,0.1167551802872081,0,0
2020,160,5,84,6809,24351,3.6,1940,0.28,700.0,0.1,24508,3.6,163.0,1586,0.2,34387.0,5.1,270716.0,39.76,248599,36.51,19212.0,119672.0,239927.0,35.2,-1.7009476854744858,0.03522873303412008,0,0
2020,161,2,9,3600,35357,9.8,2112,0.59,3594.0,1.0,39993,11.1,428.0,8309,2.3,29203.0,8.1,527538.0,146.54,181953,50.54,31328.0,216202.0,448451.0,124.6,-1.3303230931018057,0.6034564362984135,0,0
2020,162,7,139,1672,5793,3.5,997,0.6,22.0,0.0,5994,3.6,113.0,886,0.5,21667.0,13.0,50913.0,30.45,42141,25.2,6028.0,31084.0,57847.0,34.6,-2.0925268255972824,0.08626294201171232,0,0
2020,163,4,130,16437,29496,1.8,5773,0.35,4523.0,0.3,46379,2.8,140.0,3672,0.2,77073.0,4.7,679438.0,41.34,560997,34.13,59808.0,325515.0,648851.0,39.5,-0.9762318808416034,-0.18903218954718076,0,0
2020,164,2,10,2689,7796,2.9,964,0.36,549.0,0.2,9671,3.6,127.0,1831,0.7,14664.0,5.5,489666.0,182.1,85000,31.61,18056.0,164866.0,382066.0,142.1,-1.8935894829075155,0.13324577832480697,0,0
2020,165,0,57,41129,119083,2.9,10166,0.25,9372.0,0.2,132571,3.2,564.0,11613,0.3,113059.0,2.7,1031637.0,25.08,1023202,24.88,133949.0,785447.0,1019237.0,24.8,0.7719646872637014,0.0026018338570563977,0,0
2020,166,0,14,3630,15192,4.2,1481,0.41,1040.0,0.3,21094,5.8,300.0,4597,1.3,26322.0,7.3,309108.0,85.15,165375,45.56,26098.0,107848.0,258215.0,71.1,-1.6716060211900776,0.3670000193590286,0,0
2020,167,1,45,25395,261618,10.3,12283,0.48,46781.0,1.8,367369,14.5,6337.0,51907,2.0,117415.0,4.6,1616376.0,63.65,1534720,60.43,173188.0,1070645.0,1934522.0,76.2,5.5160354451918305,8.074205866878497,1,0
2020,168,6,126,10784,38958,3.6,3357,0.31,1252.0,0.1,47417,4.4,320.0,3114,0.3,68875.0,6.4,528799.0,49.04,488024,45.25,59588.0,307221.0,606967.0,56.3,-1.0194534925217666,0.05394354670453236,0,0
2020,169,1,61,26162,142514,5.4,9715,0.37,14303.0,0.5,179320,6.9,583.0,9432,0.4,165849.0,6.3,1724884.0,65.93,1690076,64.6,73192.0,912542.0,1586601.0,60.6,1.106080217719232,-0.07256983105523926,0,0
2020,171,4,97,19571,106123,5.4,7019,0.36,5758.0,0.3,198157,10.1,416.0,10026,0.5,109351.0,5.6,707888.0,36.17,684564,34.98,83356.0,570350.0,997516.0,51.0,0.15724764263577937,-0.07910551423220778,0,0
2020,172,1,62,43834,137737,3.1,17133,0.39,29475.0,0.7,287408,6.6,630.0,16622,0.4,95600.0,2.2,1459156.0,33.29,1436715,32.78,135781.0,1100975.0,2020940.0,46.1,1.6729012788372148,0.05840924920010666,0,0
2020,173,5,150,2859,3274,1.1,625,0.22,150.0,0.1,5048,1.8,129.0,587,0.2,13966.0,4.9,66055.0,23.1,63809,22.32,5461.0,66776.0,75916.0,26.6,-2.0891121060524798,0.11122840852460869,0,0
2020,174,6,143,11893,45420,3.8,4032,0.34,2513.0,0.2,51546,4.3,383.0,4541,0.4,51602.0,4.3,603205.0,50.72,537493,45.19,51696.0,325234.0,586343.0,49.3,-0.9871343619747591,0.22078079412827262,0,0
2020,175,0,24,129638,454346,3.5,55820,0.43,83737.0,0.6,521714,4.0,1962.0,52227,0.4,174451.0,1.3,9897975.0,76.35,8630000,66.57,532098.0,5728686.0,9717607.0,75.0,12.260628105803136,1.0120750464407973,1,1
2020,176,7,154,3782,3014,0.8,1590,0.42,500.0,0.1,14287,3.8,43.0,565,0.1,35960.0,9.5,70645.0,18.68,69675,18.42,8691.0,49926.0,75690.0,20.0,-2.020989553086169,-0.07690201252216197,0,0
2020,177,5,33,18559,47092,2.5,3243,0.17,4000.0,0.2,32997,1.8,322.0,6734,0.4,30297.0,1.6,618219.0,33.31,187000,10.08,36626.0,312482.0,530109.0,28.6,-1.136458692232884,0.2994100757840077,0,0
2020,178,0,114,51849,150645,2.9,35802,0.69,56070.0,1.1,267913,5.2,1662.0,40779,0.8,129709.0,2.5,3307588.0,63.79,3115651,60.09,239468.0,1916556.0,3322960.0,64.1,4.287374972149426,1.9697908407800144,1,0
2020,179,1,91,15814,58524,3.7,5317,0.34,386.0,0.0,72021,4.6,227.0,5845,0.4,52101.0,3.3,623381.0,39.42,534252,33.78,53008.0,399064.0,571903.0,36.2,-0.8865689137380383,0.0026966677431205996,0,0
2020,180,2,138,7535,25000,3.3,2314,0.31,4680.0,0.6,39459,5.2,425.0,6537,0.9,46027.0,6.1,523120.0,69.43,497772,66.06,27449.0,254696.0,522107.0,69.3,-1.174739876463321,0.4790358150175909,0,0
2020,181,7,133,9379,33354,3.6,4044,0.43,8838.0,0.9,39893,4.3,365.0,6376,0.7,58877.0,6.3,383318.0,40.87,378165,40.32,48632.0,278829.0,376193.0,40.1,-1.1258325567449832,0.3019097012111697,0,0
2020,182,6,87,14618,73567,5.0,4964,0.34,4051.0,0.3,77977,5.3,361.0,3155,0.2,70518.0,4.8,453271.0,31.01,429551,29.39,37721.0,372884.0,631495.0,43.2,-0.8467977356709742,0.02530799260680502,0,0
2020,183,2,155,34044,47426,1.4,12283,0.36,30000.0,0.9,55239,1.6,383.0,25309,0.7,61409.0,1.8,836560.0,24.57,25000,0.73,63145.0,471928.0,785850.0,23.1,-0.19264381766241973,0.8416607460835327,0,0
2020,184,0,41,35673,162880,4.6,21084,0.59,13471.0,0.4,343308,9.6,762.0,12750,0.4,160133.0,4.5,1753509.0,49.16,1516131,42.5,277410.0,1227141.0,1721705.0,48.3,2.2554828696154186,-0.4307474533163772,0,0
2020,185,6,72,839,845,1.0,330,0.39,25.0,0.0,3361,4.0,37.0,621,0.7,17450.0,20.8,40782.0,48.61,38518,45.91,6530.0,18718.0,36529.0,43.5,-2.1863924520362703,0.008681643539989538,0,0
2020,186,6,140,29359,53209,1.8,6363,0.22,7681.0,0.3,74357,2.5,568.0,15735,0.5,58470.0,2.0,728610.0,24.82,703511,23.96,63482.0,505752.0,703380.0,24.0,-0.16933402097946332,0.6794235149870504,0,0
2020,187,5,128,2510,3740,1.5,1548,0.62,19.0,0.0,13703,5.5,75.0,922,0.4,20378.0,8.1,70094.0,27.93,70000,27.89,4237.0,41088.0,54546.0,21.7,-2.089302055513805,0.03151717006091094,0,0
2020,188,4,95,44326,259232,5.8,18849,0.43,51927.0,1.2,402792,9.1,705.0,17230,0.4,215323.0,4.9,3488124.0,78.69,3161143,71.32,252752.0,1761502.0,3487352.0,78.7,4.011026111856784,-0.641594676486613,1,0
2020,189,2,13,1395,1581,1.1,401,0.29,50.0,0.0,5168,3.7,187.0,2003,1.4,13336.0,9.6,56838.0,40.74,29000,20.79,8925.0,38425.0,57639.0,41.3,-2.071636443677607,0.2438459773980387,0,0
2020,190,2,6,3428,30808,9.0,1528,0.45,2563.0,0.7,31120,9.1,465.0,7288,2.1,46261.0,13.5,552852.0,161.28,178500,52.07,27620.0,263812.0,544662.0,158.9,-1.2665637559581298,0.5964505472818938,0,0
2020,191,4,167,107568,159108,1.5,42101,0.39,11126.0,0.1,99438,0.9,531.0,9338,0.1,263538.0,2.4,2409544.0,22.4,2265886,21.06,179834.0,1375285.0,2252574.0,20.9,3.117578050015998,-1.0083317243897643,1,0
2020,192,5,37,18746,108114,5.8,6429,0.34,16000.0,0.9,152193,8.1,382.0,9207,0.5,77696.0,4.1,1136703.0,60.64,1016772,54.24,125904.0,822117.0,1397600.0,74.6,0.31449163089667215,-0.05801770068077062,0,0
2020,193,2,111,21578,57448,2.7,9870,0.46,39105.0,1.8,45534,2.1,23.0,404,0.0,82824.0,3.8,775812.0,35.95,770000,35.68,42326.0,405433.0,763704.0,35.4,-0.8778460711086842,-0.5063206693114468,0,0
2020,194,1,51,62965,299419,4.8,25538,0.41,64425.0,1.0,647783,10.3,984.0,18133,0.3,206908.0,3.3,3106997.0,49.34,3090901,49.09,447556.0,2331180.0,2891133.0,45.9,5.370049923033412,-1.2001665786099043,1,1
2020,195,4,162,54620,131798,2.4,14848,0.27,15121.0,0.3,98578,1.8,813.0,7880,0.1,124177.0,2.3,1723857.0,31.56,1496000,27.39,61143.0,904317.0,1643013.0,30.1,1.1526055412119083,0.22796920569784504,0,0
2020,196,3,20,6869,28609,4.2,3166,0.46,8247.0,1.2,45037,6.6,579.0,6592,1.0,56705.0,8.3,447407.0,65.13,418375,60.91,45713.0,295767.0,450818.0,65.6,-1.0328093018690527,0.5969654180002578,0,0
2020,197,0,7,10252,44907,4.4,3757,0.37,4035.0,0.4,52065,5.1,722.0,6548,0.6,48909.0,4.8,497672.0,48.54,485507,47.36,73439.0,336900.0,577884.0,56.4,-0.774617204690814,0.6889295129159447,0,0
2020,198,0,4,28491,332329,11.7,13175,0.46,129039.0,4.5,296163,10.4,1641.0,57355,2.0,105168.0,3.7,6075905.0,213.26,4698829,164.92,484917.0,3416325.0,6024879.0,211.5,7.017747203829709,2.2023147518597894,1,1
2020,199,1,106,26008,107702,4.1,10316,0.4,28980.0,1.1,261475,10.1,344.0,6017,0.2,107955.0,4.2,2056858.0,79.09,2003567,77.04,114469.0,1161285.0,2003567.0,77.0,1.1342907294171167,-0.5046115257361024,0,0
2020,200,6,121,5864,30000,5.1,4142,0.71,10500.0,1.8,44696,7.6,69.0,12844,2.2,50362.0,8.6,202213.0,34.48,194636,33.19,21775.0,99162.0,194636.0,33.2,-1.4219856193604776,0.2820865496102641,0,0
2020,201,0,8,18343,168192,9.2,9093,0.5,23233.0,1.3,200933,11.0,609.0,16369,0.9,139315.0,7.6,3510246.0,191.37,2802105,152.76,178603.0,1855891.0,3321869.0,181.1,2.534084278168794,0.1495291702345725,1,0
2020,202,2,144,15610,15803,1.0,5748,0.37,1242.0,0.1,41911,2.7,246.0,3469,0.2,34677.0,2.2,427556.0,27.39,275664,17.66,32129.0,170064.0,411858.0,26.4,-1.4006942711434287,0.11262154345696086,0,0
2020,203,7,169,13095,2510,0.1,184,0.01,2.0,0.0,3604,0.1,141.0,1155,0.0,11257.0,0.5,27283.0,1.11,0,32.06,4889.0,37060.0,66168.0,2.7,-1.990702977057259,0.08940249716619222,0,0
2020,204,7,169,24561,44086,1.8,3750,0.15,5771.5,0.5,21938,0.9,274.0,2623,0.1,42745.0,1.7,556764.0,22.67,543365,22.12,35801.0,445018.0,546852.0,22.3,-1.0024222596531585,0.02622972878170327,0,0
2020,205,7,169,13095,7275,0.3,533,0.02,501.0,0.0,7136,0.3,44.0,1352,0.1,7919.0,0.3,72139.0,2.94,49315,2.01,7181.0,26386.0,54803.0,2.2,-2.0157695450140833,-0.028409736552080206,0,0
2020,207,1,86,28733,173497,6.0,11444,0.4,44676.0,1.6,192354,6.7,755.0,13582,0.5,142266.0,5.0,1709888.0,59.51,1650545,57.44,158348.0,948502.0,1661809.0,57.8,1.535866521058038,0.13359850776143792,0,0
2020,208,1,90,12854,55000,4.6,3785,0.29,250.0,0.0,48928,3.8,252.0,1604,0.1,54617.0,4.2,490325.0,38.15,466040,36.26,48343.0,301654.0,465429.0,36.2,-1.1410040209620615,-0.07159166513919858,0,0
2020,209,4,125,16587,30471,1.8,3121,0.19,1552.0,0.1,39920,2.4,143.0,3164,0.2,65173.0,3.9,387319.0,23.35,381979,23.03,27926.0,201535.0,300404.0,18.1,-1.2940710343474484,-0.1205311925479428,0,0
2020,210,4,31,8750,84520,9.7,4168,0.48,1831.0,0.2,128736,14.7,229.0,3410,0.4,80720.0,9.2,777086.0,88.81,732445,83.71,87192.0,523506.0,986321.0,112.7,-0.48679994150511363,-0.28562412979878476,0,0
2020,211,2,53,9502,70991,7.5,3740,0.39,2475.0,0.3,86110,9.1,391.0,10300,1.1,90998.0,9.6,645631.0,67.95,616791,64.91,94494.0,436239.0,621477.0,65.4,-0.4457130686027745,0.20847444212476354,0,0
2020,212,7,101,7858,4000,0.5,2063,0.26,5000.0,0.6,6107,0.8,43.0,539,0.1,22660.0,2.9,15300.0,1.95,15300,1.95,6500.0,4000.0,12900.0,1.6,-2.085222244291106,-0.05745549650780173,0,0
2020,213,7,101,13095,1600,0.2,610,0.08,5771.5,0.5,5144,0.7,15.0,97,0.0,12068.0,1.5,24282.0,3.09,20019,2.55,4085.0,15315.0,25298.0,3.2,-2.0861912356080836,-0.10855112242019714,0,0
2020,214,7,84,13095,0,0.0,0,0.0,0.0,0.0,0,0.0,267.5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-2.0536701058131457,0.24112148200137556,0,0
2020,215,7,101,13095,3475,0.4,771,0.1,5.0,0.0,11878,1.5,111.0,2855,0.4,10560.0,1.3,41585.0,5.29,29251,3.72,3755.0,15985.0,33410.0,4.3,-1.9640091624863851,0.10694961565919575,0,0
2021,0,6,115,3149,3929,1.2,3193,1.01,437.0,0.1,11832,3.8,220.0,2633,0.8,23521.0,7.5,104674.0,33.24,103490,32.86,11921.0,73600.0,99175.0,31.5,-1.9139056628152655,0.25196839523287057,0,0
2021,1,4,162,18902,718,0.0,2178,0.12,3875.0,0.2,11968,0.6,23.0,1146,0.1,64682.0,3.4,524066.0,27.73,472074,24.97,35118.0,407610.0,500003.0,26.5,-1.309619527507457,-0.28562348886981875,0,0
2021,3,7,136,4185,5040,1.2,776,0.19,721.0,0.2,20915,5.0,44.0,487,0.1,29893.0,7.1,269800.0,64.47,175000,41.82,37000.0,97000.0,164600.0,39.3,-1.8901978570451394,-0.1281729902499653,0,0
2021,4,1,23,18918,40762,2.2,6197,0.33,16989.0,0.9,204815,10.8,1060.0,25538,1.3,106642.0,5.6,1889961.0,99.9,1736143,91.77,178102.0,1029816.0,1843779.0,97.5,1.5541437234091293,1.2317873835060043,0,0
2021,5,4,126,5993,1205,0.2,1127,0.19,520.0,0.1,10354,1.7,32.0,996,0.2,15290.0,2.6,218818.0,36.51,189736,31.66,18320.0,134051.0,255394.0,42.6,-1.942603139164085,-0.03923312110564482,0,0
2021,7,1,84,13095,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,56952.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.9686431109923261,-0.22782911360376215,0,0
2021,8,1,84,13095,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,56952.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.9686431109923261,-0.22782911360376215,0,0
2021,9,1,60,20154,46067,2.3,7604,0.38,12262.0,0.6,152851,7.6,144.0,6008,0.3,91801.0,4.6,1094420.0,54.3,1069149,53.05,117883.0,672128.0,1159277.0,57.5,-0.06990032664353066,-0.44202544062733007,0,0
2021,10,4,55,5294,2575,0.5,1979,0.37,5771.5,0.5,25261,4.8,6.0,225,0.0,34583.0,6.5,269651.0,50.94,217322,41.05,17116.0,107043.0,245527.0,46.4,-1.8913041181808046,-0.16989295650402184,0,0
2021,11,0,77,20331,10994,0.5,5409,0.27,15380.0,0.8,81953,4.0,406.0,3657,0.2,103699.0,5.1,825617.0,40.61,809216,39.8,92150.0,574436.0,1036060.0,51.0,-0.35152166092299614,-0.04579307429573526,0,0
2021,12,2,73,3380,7349,2.2,2176,0.64,1250.0,0.4,8520,2.5,5.0,38,0.0,18329.0,5.4,138406.0,40.95,130750,38.68,3950.0,99308.0,125251.0,37.1,-2.081765894390663,-0.08180316923084248,0,0
2021,14,1,91,21460,17736,0.8,6832,0.32,22274.0,1.0,93820,4.4,534.0,10970,0.5,107525.0,5.0,2172786.0,101.25,2106619,98.16,140057.0,1343640.0,2246949.0,104.7,1.0176271067094507,0.29372353861024364,0,0
2021,15,6,80,4868,1747,0.4,2065,0.42,221.0,0.0,15919,3.3,64.0,561,0.1,45396.0,9.3,284830.0,58.51,280683,57.66,28250.0,234341.0,292422.0,60.1,-1.731591781492861,-0.11406475332019425,0,0
2021,16,4,42,28220,10623,0.4,8643,0.31,4356.0,0.2,148307,5.3,633.0,9142,0.3,62749.0,2.2,1795944.0,63.64,1343242,47.6,97815.0,896492.0,1752998.0,62.1,0.4012416684183823,0.395528932379087,0,0
2021,17,4,42,13095,16276,0.6,1187,0.04,5771.5,0.5,25688,0.9,65.0,876,0.0,22989.0,0.8,254698.0,9.03,235502,8.35,23729.0,186117.0,231940.0,8.2,-1.7118651973865,-0.12644858761782402,0,0
2021,18,0,165,148698,19597,0.1,12927,0.09,12449.0,0.1,63841,0.4,330.0,5354,0.0,529691.0,3.6,8160366.0,54.88,7907696,53.18,505526.0,3088185.0,7811873.0,52.5,8.385644315565143,-2.5895082778818757,1,1
2021,19,2,12,1659,12546,7.6,553,0.33,170.0,0.1,13067,7.9,189.0,4404,2.7,30140.0,18.2,175177.0,105.59,105000,63.29,10023.0,103412.0,169888.0,102.4,-1.833971038788652,0.2712837897271529,0,0
2021,20,1,140,60786,122501,2.0,18580,0.31,19171.0,0.3,240520,4.0,768.0,31384,0.5,226245.0,3.7,2555683.0,42.04,2355224,38.75,200214.0,1779175.0,3963431.0,65.2,3.8100714929803297,0.39738864428733645,1,0
2021,21,0,41,17517,15749,0.9,7777,0.44,2104.0,0.1,82538,4.7,655.0,14486,0.8,61967.0,3.5,932401.0,53.23,895192,51.1,78819.0,638958.0,903020.0,51.6,-0.1751743189231517,0.8156676953636007,0,0
2021,22,7,141,8451,968,0.1,6007,0.71,5771.5,0.5,6581,0.8,0.0,0,0.0,28792.0,3.4,182415.0,21.59,146057,17.28,8657.0,85116.0,125818.0,14.9,-1.992204353661305,-0.1488705401927619,0,0
2021,23,1,63,9520,8121,0.9,3079,0.32,572.0,0.1,38440,4.0,245.0,2923,0.3,51843.0,5.4,424475.0,44.59,406195,42.67,40162.0,268699.0,486559.0,51.1,-1.3364332658379159,0.08932230797395571,0,0
2021,24,2,26,1081,12636,11.7,243,0.22,660.0,0.6,13013,12.0,239.0,3485,3.2,26091.0,24.1,263636.0,243.88,49725,46.0,10488.0,75996.0,154940.0,143.3,-1.8827562235274555,0.30953692043780445,0,0
2021,25,7,130,5041,11148,2.2,2207,0.44,1122.0,0.2,11937,2.4,91.0,549,0.1,16675.0,3.3,131675.0,26.12,103508,20.53,11641.0,87088.0,113163.0,22.4,-1.9986708081771418,0.011203035923818026,0,0
2021,26,1,48,10125,55000,4.6,4172,0.41,2507.0,0.2,123526,12.2,203.0,12652,1.2,72561.0,7.2,655185.0,64.71,612557,60.5,90836.0,498449.0,634919.0,62.7,-0.4978481870768007,0.07923846514920085,0,0
2021,27,7,122,2141,2345,1.1,1545,0.72,624.0,0.3,5677,2.7,87.0,847,0.4,22508.0,10.5,102906.0,48.06,81361,38.0,10207.0,44418.0,103461.0,48.3,-2.068509996611878,0.0461560904400027,0,0
2021,28,4,78,28728,56017,1.9,13584,0.47,4261.0,0.1,253255,8.8,130.0,5268,0.2,99599.0,3.5,1782844.0,62.06,1739046,60.53,192916.0,1456227.0,1823953.0,63.5,1.06954480022841,-0.8627667872745636,0,0
2021,29,3,67,3744,4565,1.2,1319,0.35,1043.0,0.3,12753,3.4,95.0,1177,0.3,15877.0,4.2,179953.0,48.06,160939,42.99,16553.0,105225.0,187791.0,50.2,-1.9631506031877437,0.05116598905945044,0,0
2021,30,3,69,13174,31365,2.4,10017,0.76,20256.0,1.5,107411,8.2,475.0,9728,0.7,69501.0,5.3,901267.0,68.41,769246,58.39,74828.0,500704.0,827133.0,62.8,-0.4378814555089556,0.369384670286446,0,0
2021,31,5,118,15548,63562,4.1,6160,0.4,7545.0,0.5,116182,7.5,377.0,16254,1.0,77618.0,5.0,799346.0,51.41,757312,48.71,67244.0,441923.0,773563.0,49.8,-0.2427318749353403,0.4291522999805742,0,0
2021,32,6,89,5263,2938,0.6,3536,0.67,5771.5,0.5,28094,5.3,278.0,3146,0.6,70931.0,13.5,435516.0,82.75,411553,78.2,52229.0,232694.0,422629.0,80.3,-1.3287826108581189,0.11742070506871365,0,0
2021,33,2,15,1566,9000,5.7,1793,1.14,500.0,0.3,7103,4.5,99.0,12463,8.0,29384.0,18.8,183631.0,117.26,60000,38.31,10816.0,87360.0,172115.0,109.9,-1.7299842696394245,0.49330650519817415,0,0
2021,35,6,114,12238,6780,0.6,2713,0.22,5152.0,0.4,41626,3.4,145.0,3385,0.3,44742.0,3.7,543902.0,44.44,518000,42.33,31644.0,324651.0,501964.0,41.0,-1.324869597961521,-0.00373672103922867,0,0
2021,36,3,74,14203,7617,0.5,4045,0.28,4469.0,0.3,68943,4.9,227.0,2460,0.2,56760.0,4.0,652437.0,45.94,617326,43.46,68000.0,444186.0,556553.0,39.2,-1.0198044758759217,-0.0955166104186077,0,0
2021,37,0,124,86570,34314,0.4,25307,0.29,1852.0,0.0,148450,1.7,823.0,15531,0.2,106839.0,1.2,2465905.0,28.48,2270000,26.22,165000.0,1538149.0,1911374.0,22.1,2.294803074688873,0.20623258543047163,0,0
2021,38,0,3,21527,92848,4.3,12459,0.58,31182.0,1.4,431555,20.0,591.0,144086,6.7,124046.0,5.8,5167399.0,240.04,3963788,184.13,495334.0,2663108.0,5144234.0,239.0,7.448751726552301,4.333373321188219,1,1
2021,39,3,68,4412,17781,4.0,1523,0.35,1500.0,0.3,16225,3.7,288.0,4731,1.1,25492.0,5.8,271899.0,61.63,240340,54.47,33500.0,127907.0,246046.0,55.8,-1.6266028650256164,0.3446161775151243,0,0
2021,40,4,156,12326,14132,1.1,2470,0.2,3764.0,0.3,9924,0.8,224.0,1058,0.1,67549.0,5.0,598910.0,48.59,527764,42.82,37916.0,340761.0,484590.0,39.31,-1.27024111239226,-0.026124473248166788,0,0
2021,41,4,156,13095,6851,0.6,1581,0.13,4905.0,0.4,8912,0.7,645.0,6028,0.5,70600.0,5.7,575018.0,46.65,1000,0.08,38562.0,326237.0,561010.0,45.5,-1.0863976835994573,0.6842828625827504,0,0
2021,44,3,49,7151,32795,4.6,3112,0.44,794.0,0.1,119135,16.7,144.0,1260,0.2,56505.0,7.9,550580.0,76.99,523193,73.16,68402.0,373767.0,630730.0,88.2,-1.0710730362016079,-0.3019199494447992,0,0
2021,46,1,70,5218,23831,4.6,2266,0.43,1775.0,0.3,29860,5.7,319.0,3128,0.6,38962.0,7.5,348822.0,66.85,213800,40.97,19645.0,164899.0,315487.0,60.5,-1.559000188959453,0.2781621601802372,0,0
2021,47,3,96,8872,14444,1.6,3550,0.4,500.0,0.1,46793,5.3,136.0,1345,0.2,38889.0,4.4,462771.0,52.16,395103,44.53,33771.0,261469.0,389275.0,43.9,-1.495611868801087,-0.08031806785441384,0,0
2021,49,3,100,12709,39132,3.1,5315,0.42,4981.0,0.4,100080,7.9,339.0,10238,0.8,52144.0,4.1,528209.0,41.56,521550,41.04,90797.0,323715.0,546876.0,43.0,-0.7272135176617354,0.2389009354216798,0,0
2021,51,1,159,51016,25600,0.5,10906,0.21,5279.0,0.1,38123,0.7,307.0,11440,0.2,79157.0,1.6,1430547.0,28.04,1299744,25.48,98199.0,1001410.0,1271058.0,24.9,0.4182379164660695,0.03671155411772136,0,0
2021,52,4,142,27874,18300,0.7,6933,0.25,2312.0,0.1,25444,0.9,498.0,15712,0.6,75337.0,2.7,1079516.0,38.73,788755,28.3,58740.0,511755.0,980112.0,35.2,-0.2379208641485633,0.7004892343784079,0,0
2021,53,5,65,18645,27142,1.5,6479,0.35,3540.0,0.2,137587,7.4,323.0,9873,0.5,123118.0,6.6,1267574.0,67.98,1175534,63.05,121553.0,657546.0,1071565.0,57.5,0.14108561079514909,-0.10801982627243767,0,0
2021,55,1,121,11167,10222,0.9,2148,0.19,201.0,0.0,35091,3.1,121.0,2552,0.2,39826.0,3.6,469713.0,42.06,275000,24.63,23572.0,203852.0,432879.0,38.8,-1.5412633123480584,-0.023372645295831634,0,0
2021,56,7,109,1650,726,0.4,425,0.26,40.0,0.0,3718,2.3,2.0,33,0.0,15030.0,9.1,62080.0,37.62,41148,24.94,9479.0,25577.0,48051.0,29.1,-2.201864331432398,-0.061451354888645636,0,0
2021,57,0,20,7603,11381,1.5,3903,0.51,5771.5,0.5,56666,7.5,290.0,3268,0.4,66227.0,8.7,802695.0,105.58,774324,101.84,66427.0,392044.0,584647.0,76.9,-1.0053436787535313,0.051472925449214064,0,0
2021,58,6,101,16428,52247,3.2,7018,0.43,1711.0,0.1,88926,5.4,126.0,8425,0.5,64790.0,3.9,700315.0,42.63,675577,41.12,77220.0,518516.0,788163.0,48.0,-0.6119301463992001,-0.11285103177854748,0,0
2021,59,1,147,42128,58412,1.4,13183,0.31,21471.0,0.5,162595,3.9,208.0,6431,0.2,127841.0,3.0,1877022.0,44.56,1796325,42.64,149894.0,1111859.0,1605463.0,38.1,0.9847887138909361,-0.67148151629871,0,0
2021,60,3,25,6713,15603,2.3,2225,0.33,4500.0,0.7,42413,6.3,231.0,8159,1.2,36271.0,5.4,533184.0,79.43,307776,45.85,29934.0,308336.0,504633.0,75.2,-1.3206020591270387,0.3412696199185768,0,0
2021,62,3,25,13095,5263,0.8,516,0.08,1019.0,0.2,17878,2.7,256.0,9952,1.5,17072.0,2.5,177965.0,26.51,116100,17.29,12567.0,78405.0,109394.0,16.3,-1.6067614162895794,0.5174920587792303,0,0
2021,63,0,19,61472,79624,1.3,23301,0.38,15811.0,0.3,394776,6.4,867.0,35510,0.6,231972.0,3.8,3290124.0,53.52,3223889,52.44,496284.0,2295844.0,3156329.0,51.3,5.058348206580763,-0.1236527119771294,1,1
2021,66,0,19,13095,6202,0.1,26954,0.44,500.0,0.0,17769,0.3,192.0,14528,0.2,110057.0,1.8,1185326.0,19.28,350000,5.69,59086.0,526663.0,1184865.0,19.3,-0.5688585744381445,0.33696145189447874,0,0
2021,67,1,30,26673,44839,1.7,15000,0.56,75000.0,2.8,166483,6.2,469.0,10294,0.4,190156.0,7.1,2994981.0,112.29,2681134,100.52,237680.0,1530527.0,2626407.0,98.5,2.071648106736783,-0.37711355919061396,0,0
2021,68,5,66,1863,3584,1.9,459,0.25,48.0,0.0,9598,5.2,207.0,969,0.5,24094.0,12.9,97535.0,52.35,74041,39.74,19700.0,60329.0,92107.0,49.4,-1.9742327671497812,0.16876126693104662,0,0
2021,69,1,84,13095,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,56952.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.9686431109923261,-0.22782911360376215,0,0
